Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Platform_encoded,Genre_encoded,Publisher_encoded,Developer_encoded,Rating_encoded,Name
1995,0,0,0.02,0,0.02,71,22,7.5,24,24,8,227,1558,8,Vampire Mansion: Linda Hyde
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,0,303,1558,8,Brain Dead 13
2002,0.01,0,0,0,0.02,72,6,7.5,24,6,0,527,1530,1,Robotics;Notes
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,9,277,1558,8,Maximum Capacity: Hotel Giant
2008,0.02,0,0,0,0.02,71,22,7.5,24,4,6,568,505,1,Sacred Gold
1997,0.01,0.01,0,0,0.02,71,22,7.5,24,15,0,17,1558,8,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri
2009,0,0.01,0,0.01,0.02,71,22,7.5,24,19,11,453,1558,8,T.A.C. Heroes : Big Red One
2007,0,0,0.02,0,0.02,71,22,7.5,24,19,1,414,1558,8,The King of Fighters NeoWave
2005,0,0.02,0,0,0.02,76,18,6.7,19,13,9,91,688,7,Dungeons & Dragons: Shadow over Mystara
2012,0,0,0.02,0,0.02,71,22,7.5,24,2,0,230,1558,8,Super PickUps
2006,0,0,0.02,0,0.02,71,22,7.5,24,4,3,55,1558,8,Command & Conquer 3: Deluxe Edition
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,9,277,1558,8,Legend: Hand of God
2015,0,0.02,0,0,0.02,71,22,7.5,24,13,3,58,1558,8,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa
2016,0,0,0.02,0,0.02,71,22,7.5,24,20,1,233,1558,8,Atari Flashback Classics: Volume 2
2003,0.01,0,0,0,0.02,77,24,8.3,12,29,1,490,1201,7,Aquanaut's Holiday
2009,0.02,0,0,0,0.02,71,22,7.5,24,4,3,513,1520,1,Hakuoki: Shinkai - Hana no Shou
2010,0.01,0,0,0,0.02,82,73,7.9,319,17,0,490,1583,5,Hot 'n' Cold
2006,0,0.02,0,0,0.02,67,30,8.3,4,13,11,53,374,7,Nisenochigiri
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,233,1558,8,Sacred 3
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,233,1558,8,Pro Evolution Soccer 2017
2008,0,0.02,0,0,0.02,62,6,4.1,30,13,10,139,424,2,Wakeboarding Unleashed Featuring Shaun Murray
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,11,277,1558,8,Last Escort
1995,0,0,0.02,0,0.02,71,22,7.5,24,12,10,501,1558,8,Kikou Heidan J-Phoenix: Cobalt Shoutaihen
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,7,1558,8,SAW
2012,0,0,0.02,0,0.02,71,22,7.5,24,2,0,349,1558,8,World Championship Poker featuring Howard Lederer: All In
2006,0,0,0.02,0,0.02,71,22,7.5,24,4,3,349,1558,8,Meikyuu Cross Blood: Reloaded
2011,0,0,0.02,0,0.02,71,22,7.5,24,26,7,265,1558,8,Livly Garden
2015,0,0.02,0,0,0.02,74,6,7.4,41,13,0,527,749,7,Nicktoons Collection: Game Boy Advance Video Volume 3
2008,0,0.02,0,0,0.02,71,22,7.5,24,13,11,490,1558,8,The Awakened Fate Ultimatum
2011,0.02,0,0,0,0.02,71,22,7.5,24,13,9,304,1558,8,Spider-Man 3
2011,0,0.02,0,0,0.02,71,22,7.5,24,13,5,57,1558,8,Xblaze: Lost Memories
2014,0,0,0.02,0,0.02,71,22,7.5,24,20,3,303,1558,8,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden
2004,0.01,0,0,0,0.02,71,22,7.5,24,6,1,546,1614,1,Commando: Steel Disaster
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,531,1558,8,Aria: The Natural ~Tooi Yume no Mirage~
2011,0,0.02,0,0,0.02,71,22,7.5,24,28,3,409,1558,8,Fallout Trilogy
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,7,264,1558,8,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii
2015,0,0,0.02,0,0.02,71,22,7.5,24,2,0,502,1558,8,Natalie Brooks: Mystery at Hillcrest High
2009,0.02,0,0,0,0.02,63,9,8.1,8,13,11,404,207,7,Gal Gun
2009,0.02,0,0,0,0.02,71,22,7.5,24,4,0,298,881,2,Hakuouki: Yuugi Roku DS
2005,0.01,0,0,0,0.02,54,19,7.5,24,4,4,432,885,1,Shonen Jump's Shaman King: Master of Spirits 2
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,7,447,1558,8,Toki no Kizuna: Hanayui Tsuzuri
2014,0,0.02,0,0,0.02,89,71,8.3,2191,13,7,392,1038,5,Rinne no Lagrange: Kamogawa Days
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,0,495,1558,8,Code R
2005,0.02,0,0,0,0.02,71,22,7.5,24,4,10,235,1558,8,The Idolmaster: Gravure For You! Vol.8
2016,0,0,0.02,0,0.02,71,22,7.5,24,20,1,531,1558,8,Spirits and Demons: 5 Game Pack
2011,0,0.02,0,0,0.02,71,22,7.5,24,26,9,8,1558,8,Disney Sports Football
2011,0.02,0,0,0,0.02,71,22,3.2,5,13,8,306,1558,8,Chicken Hunter
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,1,414,1558,8,Net High
2008,0,0.01,0,0,0.02,50,23,6.6,104,13,8,53,1336,5,Kao Challengers
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,9,466,1558,8,Hakuoki: Shinkai - Furi no Shou
2009,0,0.02,0,0,0.02,39,4,7.5,24,4,0,569,1064,1,Jake Hunter: Detective Chronicles
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,0,349,1558,8,Spider-Man: Web of Shadows
2007,0,0,0.02,0,0.02,71,22,7.5,24,4,3,181,1558,8,Demolition Company: Gold Edition
2010,0,0,0.02,0,0.02,71,22,7.5,24,16,7,349,1558,8,Onechanbara Special
2009,0,0.02,0,0,0.02,54,7,7.5,24,4,1,367,1617,5,Headhunter: Redemption
2007,0.02,0,0,0,0.02,65,12,7.5,24,19,5,111,56,1,Jewel Master: Cradle Of Rome 2
2013,0,0,0.02,0,0.02,71,22,7.5,24,19,3,47,1558,8,Daikaijuu Battle: Ultra Coliseum
2010,0,0.01,0,0,0.02,71,22,7.5,24,26,3,531,1558,8,Saki: Achiga-Hen Portable
1992,0.02,0,0,0,0.02,71,22,7.5,24,13,11,356,1558,8,Minna de Dokusho: Keatai Shousetsu Desu
2002,0.01,0,0,0,0.02,57,10,7.5,24,29,10,277,517,1,Polar Bowler
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,10,502,1558,8,Prehistorik Man
2005,0.01,0,0,0,0.02,46,25,4,5,29,0,546,1494,5,Winter Sports 2011
2010,0,0,0.02,0,0.02,71,22,7.5,24,28,8,7,1558,8,F1 2002
2007,0.02,0,0,0,0.02,71,22,7.5,24,4,10,112,385,1,Chicago Enforcer
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,2,235,1558,8,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,3,265,1558,8,The Lord of the Rings Online: Mines of Moria
2003,0,0.02,0,0,0.02,72,24,7.6,83,13,11,138,1143,7,Chevrolet Camaro: Wild Ride
2002,0,0,0.02,0,0.02,71,22,7.5,24,16,1,539,1558,8,Jinguuji Saburou DS: Akai Chou
2010,0.02,0,0,0,0.02,63,17,7.1,72,13,8,21,200,7,Carmageddon: Max Damage
2007,0,0.01,0,0,0.02,74,37,8.2,13,19,8,138,370,5,Stormrise
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,0,447,1558,8,Dance Dance Revolution Extra Mix
2002,0.01,0,0,0,0.02,52,4,7.5,24,6,0,60,1104,1,UnchainBlades EXXiV
2007,0.01,0,0,0,0.02,84,32,8,19,19,5,110,1580,2,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou
2009,0.02,0,0,0,0.02,71,22,7.5,24,4,10,72,1464,1,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,30,1558,8,Super Bowling
2012,0,0,0.02,0,0.02,71,22,7.5,24,2,0,253,1558,8,Rat Attack!
2007,0.01,0,0,0,0.02,70,9,7.5,24,4,4,183,1294,1,Kawaii Koinu DS 3
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,1,265,1558,8,Hoppie
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,1,110,1558,8,Chuugen no Hasha: Sangoku Shouseiden
2014,0,0,0.02,0,0.02,71,22,7.5,24,20,1,414,1558,8,Resident Evil 4 HD
2008,0.01,0.01,0,0,0.02,57,12,7.5,24,16,6,462,1113,1,Largo Winch .// Commando Sar
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,3,349,1558,8,Joker no Kuni no Alice: Wonderful Wonder World
2001,0.01,0,0,0,0.02,58,5,7.5,24,6,5,99,1613,1,Cross Treasures
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,1,30,1558,8,Painkiller
2010,0.02,0,0,0,0.02,71,22,7.5,24,26,5,525,1520,1,Ruff Trigger: The Vanocore Conspiracy
2006,0,0,0.02,0,0.02,71,22,7.5,24,4,1,6,1558,8,Fast & Furious: Showdown
2008,0.02,0,0,0,0.02,40,21,4.3,4,26,6,91,1394,7,Princess Isabella: A Witch's Curse
2008,0,0.02,0,0,0.02,71,22,7.5,24,4,9,196,322,8,Casper's Scare School: Spooky Sports Day
2011,0.02,0,0,0,0.02,71,22,7.5,24,13,1,533,1558,8,War Leaders: Clash of Nations
1998,0.01,0.01,0,0,0.02,71,22,7.5,24,15,0,27,1558,8,Ferrari Challenge Trofeo Pirelli Deluxe
2003,0,0.02,0,0,0.02,79,22,7.6,29,13,1,527,346,1,Silent Bomber
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,1,264,1558,8,Samurai & Dragons
2001,0.01,0,0,0,0.02,71,22,7.5,24,6,7,226,1558,8,Elminage Original: Majo to Megami to Kamigami no Yubiwa
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,2,478,1558,8,PDC World Championship Darts: Pro Tour
2013,0,0.02,0,0,0.02,71,22,7.6,5,2,0,349,7,2,TalkMan
2005,0.01,0,0,0,0.02,43,13,4.8,5,29,2,277,805,7,RollerCoaster Tycoon World
2005,0.01,0,0,0,0.02,71,22,7.5,24,6,5,503,1452,1,Oil Rush
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,0,233,1558,8,XGRA: Extreme G Racing Association
2008,0,0,0.02,0,0.02,71,22,7.5,24,16,0,303,1558,8,Arslan: The Warriors of Legend
2016,0.01,0,0,0,0.02,48,4,2,53,18,0,21,1155,5,Darksiders: Warmastered Edition
2003,0.01,0,0,0,0.02,30,9,3.6,12,29,8,511,1478,5,Uta no * Prince-Sama
2007,0,0,0.02,0,0.02,71,22,7.5,24,26,3,349,1558,8,Agatha Christie: The ABC Murders
2009,0,0,0.02,0,0.02,71,22,7.5,24,19,7,470,1558,8,Elminage Gothic: Ulm Zakir to Yami no Gishiki
2010,0.02,0,0,0,0.02,71,22,7.5,24,26,5,372,1140,7,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator
2009,0.01,0.01,0,0,0.02,71,22,7.5,24,4,5,353,1558,8,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,7,233,1558,8,Mushishi: Amefuru Sato
2010,0,0.01,0,0,0.02,73,13,6.4,75,13,10,161,347,7,Timmy Time
2013,0,0.02,0,0,0.02,50,16,5,14,17,0,457,871,2,Arcana Famiglia: Vascello Phantasma no Majutsushi
2007,0,0.02,0,0,0.02,75,25,6.9,28,28,11,325,1436,2,Lara Croft and the Temple of Osiris
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,0,108,1558,8,The Legend of Heroes: Trails in the Sky Second Chapter
2002,0.01,0,0,0,0.02,89,11,7,6,7,10,447,1499,1,Airport Simulator
2006,0.01,0,0,0,0.02,52,4,7.5,24,29,10,21,209,7,Motocross Mania 3
1996,0.01,0.01,0,0,0.02,71,22,7.5,24,15,7,43,1558,8,Winning Post 7: Maximum 2007
2016,0,0.02,0,0,0.02,71,22,7.5,24,13,1,275,1201,8,ESPN MLS ExtraTime 2002
2008,0.02,0,0,0,0.02,71,22,7.5,24,4,4,67,1266,2,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days
2015,0,0.02,0,0,0.02,71,22,7.3,7,30,1,504,1454,7,Vitamin R
2002,0.01,0,0,0,0.02,55,15,8,5,6,3,53,102,1,Angelique Retour
2007,0.02,0,0,0,0.02,62,7,7.5,24,4,10,567,204,2,Fist of the North Star: Ken's Rage 2
2009,0,0.01,0,0,0.02,67,15,5.7,54,13,1,435,578,5,Blazing Angels: Squadrons of WWII
2002,0.01,0,0,0,0.02,73,5,7.5,24,6,10,277,804,1,Hellgate: London
2003,0.01,0,0,0,0.02,71,22,7.5,24,6,4,327,1558,8,Gakuen K: Wonderful School Days
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,11,502,1558,8,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,3,562,1558,8,Guitar Freaks V2 & DrumMania V2
2002,0.01,0,0,0,0.02,59,8,7.5,24,7,10,277,776,1,Backyard Baseball '09
2004,0.01,0.01,0,0,0.02,67,4,7.4,8,16,8,402,62,1,Dynasty Warriors 8: Empires
2011,0,0,0.02,0,0.02,71,22,7.5,24,17,7,20,1558,8,Puzzle City
2014,0,0.01,0,0,0.02,71,22,7.5,24,18,3,527,1558,8,Dance! It's Your Stage
2002,0,0,0.02,0,0.02,71,22,7.5,24,16,6,567,1558,8,CV Casting Voice
2008,0,0,0.02,0,0.02,71,22,7.5,24,4,3,333,1558,8,Pastel Chime Continue
2012,0,0.02,0,0,0.02,71,22,7.5,24,26,0,171,1558,8,Zwei!!
2010,0,0.01,0,0,0.02,71,22,7.5,24,13,5,305,1119,1,The Sims 2: Happy Holiday Stuff
2008,0,0.01,0,0,0.02,76,15,8.1,24,13,5,409,1119,1,Ro-Kyu-Bu! Lost Secret
2003,0.01,0,0,0,0.02,24,7,2.8,17,29,6,257,754,1,Pump It Up: Exceed
2003,0.01,0,0,0,0.02,71,22,7.5,24,7,6,327,1558,8,Tenkai Knights: Brave Battle
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,7,277,1558,8,TOCA Race Driver 3
2003,0.01,0,0,0,0.02,71,22,7.5,24,7,4,547,1558,8,Malice
2008,0,0.01,0,0,0.02,71,22,7.5,24,13,1,68,1037,7,Devil Survivor: Over Clock
2009,0,0,0.02,0,0.02,71,22,7.5,24,19,7,364,1558,8,Defendin' De Penguin
2006,0.01,0.01,0,0,0.02,63,24,6.8,5,16,10,457,1234,1,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection
2011,0,0.02,0,0,0.02,71,22,7.5,24,4,5,531,454,2,Kokoro Connect: Yochi Random
2006,0.01,0,0,0,0.02,71,37,8.5,11,29,8,138,1178,7,Littlest Pet Shop
2002,0.01,0.01,0,0,0.02,69,16,6.5,22,13,9,325,922,1,Warship Gunner 2 Portable
2015,0,0,0.02,0,0.02,71,22,7.5,24,17,0,349,1558,8,Downtown Nekketsu Jidaigek
2006,0,0.01,0,0,0.02,82,31,7.9,244,13,0,138,1022,7,B-17: Fortress in the Sky
2008,0,0.01,0,0,0.02,71,22,7.5,24,13,11,139,1558,8,Spanish for Everyone!
2006,0,0,0.02,0,0.02,71,22,7.5,24,19,7,277,1558,8,Battle Princess of Arcadias
2016,0,0,0.02,0,0.02,71,22,7.5,24,20,1,571,1558,8,Chuck E. Cheese's Super Collection
2014,0,0,0.02,0,0.02,71,22,7.5,24,20,1,7,1558,8,Runaway: A Twist of Fate
2007,0,0,0.02,0,0.02,71,22,7.5,24,4,9,277,1558,8,Uchuu Keiji Tamashii: The Space Sheriff Spirits
2006,0,0,0.02,0,0.02,71,22,7.5,24,19,1,87,1558,8,X-Plane 10 Global
2005,0.02,0,0,0,0.02,71,22,7.5,24,4,3,298,1309,7,Drakensang: The Dark Eye
2011,0,0,0.02,0,0.02,71,22,7.5,24,17,11,110,1558,8,WRC 2: FIA World Rally Championship
1994,0,0,0.02,0,0.02,71,22,7.5,24,23,10,334,1558,8,Car Battler Joe
2008,0,0,0.02,0,0.02,71,22,7.5,24,4,8,42,1558,8,StormLover Karen!!
2016,0,0.01,0,0,0.02,71,22,7.5,24,18,0,121,1558,8,Digimon Rumble Arena 2
2010,0.02,0,0,0,0.02,71,22,7.5,24,4,5,101,327,1,Steins;Gate: Hiyoku Renri no Darling
2004,0.01,0,0,0,0.02,71,22,7.5,24,6,8,349,154,1,Ten Pin Alley 2
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,1,418,1558,8,Coded Soul: Uke Keigareshi Idea
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,0,47,1558,8,AIR
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,3,110,1558,8,Hana to Otome ni Shukufuku o: Harekaze no Okurimono
2009,0.02,0,0,0,0.02,39,11,3.1,61,13,8,153,131,7,Otoko Yukaku
2013,0,0.02,0,0,0.02,71,22,7.5,24,2,0,288,573,1,Mount & Blade Collection
2007,0.01,0,0,0,0.02,71,22,1.8,4,26,6,411,367,1,Ridge Racer Unbounded
2010,0.02,0,0,0,0.02,71,22,7.5,24,26,10,544,1587,7,Mortal Kombat
2009,0,0,0.02,0,0.02,71,22,7.5,24,19,1,414,1558,8,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,436,1558,8,Virtua Pro Football
2002,0,0,0.02,0,0.02,71,22,7.5,24,16,1,120,1558,8,Date-A-Live Twin Edition: Rio Reincarnation
2007,0.01,0,0,0,0.02,71,22,7.5,24,6,3,110,1558,8,Adidas Power Soccer 98
2006,0.01,0.01,0,0,0.02,42,4,7,5,16,1,0,1622,7,Natsuiro High School: Seishun Hakusho
2011,0,0.02,0,0,0.02,71,22,7.5,24,28,10,70,839,7,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales)
2010,0,0.01,0,0,0.02,71,22,7.5,24,26,1,462,122,1,Heroes VS
2009,0.01,0,0,0,0.02,67,28,5.7,49,13,11,392,1019,7,Mini Ninjas
2013,0,0,0.02,0,0.02,71,22,7.5,24,19,11,349,1558,8,Sotsugyou II: Neo Generation Special
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,1,364,1558,8,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi
2015,0,0,0.02,0,0.02,71,22,7.5,24,17,0,349,1558,8,Kazoku Keikaku
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,1,106,1558,8,Resident Evil 5 HD
2006,0.02,0,0,0,0.02,62,20,6.5,11,19,7,233,991,2,Super Fruit Fall
2016,0,0,0.02,0,0.02,71,22,7.5,24,18,2,563,1558,8,Jelly Belly: Ballistic Beans
2006,0.01,0.01,0,0,0.02,71,22,7.5,24,16,3,183,983,1,Army Rescue
2010,0,0,0.02,0,0.02,71,22,7.5,24,16,1,30,1558,8,Tom Clancy's Splinter Cell Classic Trilogy HD
2013,0,0,0.02,0,0.02,71,22,7.5,24,19,1,233,1558,8,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)"
2006,0,0,0.02,0,0.02,71,22,7.5,24,4,7,514,1558,8,UFO: Trilogy
2001,0.01,0.01,0,0,0.02,64,5,8.8,71,15,2,349,154,1,Amatsumi Sora ni! Kumo no Hatate ni
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,110,1558,8,Dark Tales: Edgar Allan Poe's The Premature Burial
2007,0.01,0,0,0,0.02,70,26,7.5,24,4,5,235,1638,1,Aoishiro
2016,0,0,0.02,0,0.02,71,22,7.5,24,18,0,502,1558,8,Mount & Blade: Warband
2010,0.01,0.01,0,0,0.02,71,22,7.5,24,26,8,531,552,7,Virtual Kasparov
2016,0,0,0.02,0,0.02,71,22,7.5,24,20,1,7,1558,8,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.
2009,0.02,0,0,0,0.02,71,22,7.5,24,4,6,326,788,1,PC Engine Best Collection: Tengai Makyou Collection
2003,0.01,0,0,0,0.02,71,19,7.8,6,7,11,257,754,7,Kung Fu Panda: Showdown of Legendary Legends
2006,0.01,0,0,0,0.02,42,29,4,4,29,0,85,1275,5,Kung Fu Panda: Showdown of Legendary Legends
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,0,495,1558,8,Speed Kings
2009,0,0.02,0,0,0.02,71,22,7.5,24,26,9,326,1558,8,Mighty No. 9
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,0,233,1558,8,You Don't Know Jack
2005,0.01,0,0,0,0.02,45,10,7.5,4,29,6,547,149,7,Crysis: Warhead
2013,0,0.01,0,0,0.02,71,22,7.5,24,28,8,369,1558,8,ESPN MLS ExtraTime 2002
2010,0,0,0.02,0,0.02,71,22,7.5,24,28,1,7,1558,8,Worldwide Soccer Manager 2007
2008,0,0,0.02,0,0.02,71,22,7.5,24,4,1,209,1558,8,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome
2015,0,0,0.02,0,0.02,71,22,7.5,24,17,0,349,1558,8,The Sims 2: Family Fun Stuff
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,0,233,1558,8,Dreamer Series: Horse Trainer
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,108,1558,8,Hogs of War
2016,0.01,0,0,0,0.02,49,15,6,29,18,10,168,630,7,Elven Legacy
2016,0,0,0.02,0,0.02,71,22,7.5,24,20,1,364,1558,8,Katekyoo Hitman Reborn! Dream Hyper Battle!
2014,0.02,0,0,0,0.02,71,22,7.5,24,27,8,21,274,7,Muchi Muchi Pork & Pink Sweets
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,3,349,1558,8,Trapped Dead
2006,0.01,0,0,0,0.02,61,18,7.5,24,19,6,91,1394,1,Meiji Toukyou Renka
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,1,233,1558,8,Point Blank 3
2011,0,0.01,0,0,0.02,72,6,5.6,16,13,11,267,781,5,Mushihimesama
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,1,303,1558,8,Higurashi no Naku Koro ni: Jan
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,1,7,1558,8,Ratchet & Clank Collection
2009,0.02,0,0,0,0.02,71,22,7.5,24,4,6,372,1558,8,Elvandia Story
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,0,233,1558,8,Winning Post 8 2016
2003,0.01,0,0,0,0.02,76,28,7.5,24,29,8,53,848,7,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira
2014,0,0.02,0,0,0.02,87,59,8.7,2089,13,7,161,826,5,Triggerheart Excelica Enhanced
2001,0.01,0.01,0,0,0.02,62,12,7.5,24,15,0,85,264,1,Vietcong
1996,0.01,0.01,0,0,0.02,71,22,7.5,24,15,1,415,1558,8,Nervous Brickdown
2008,0,0,0.02,0,0.02,71,22,7.5,24,4,3,106,1558,8,Puzzle Star Sweep
2000,0,0.01,0,0,0.02,71,22,8,9,13,9,248,1338,1,Battle Spirits: Kiseki no Hasha
2008,0,0,0.02,0,0.02,71,22,7.5,24,26,0,466,1558,8,Maximum Racing: Crash Car Racer
2010,0,0,0.02,0,0.02,71,22,7.5,24,28,11,108,1558,8,The Conveni 4
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,1,229,1558,8,The Cheetah Girls
2006,0.01,0,0,0,0.02,71,22,7.5,24,6,0,101,1558,8,Charlie's Angels
2015,0,0.02,0,0,0.02,77,12,7.2,11,30,1,431,1201,7,Kamen Rider: Battride War II
2009,0.01,0,0,0,0.02,71,22,7.5,24,4,9,6,27,1,Niko Puchi Girls Runway
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,0,227,1558,8,uDraw Studio: Instant Artist
2010,0,0,0.02,0,0.02,71,22,7.5,24,16,1,233,1558,8,The Testament of Sherlock Holmes
2016,0.01,0,0,0,0.02,71,22,7.8,5,18,3,527,1524,7,Seitokai no Ichizon: DS-suru Seitokai
2008,0,0.01,0,0,0.02,71,22,7.5,24,4,5,227,1558,8,Disney Infinity
2004,0,0.01,0,0,0.02,93,48,8.9,537,13,8,53,485,5,Guitar Hero III: Legends of Rock
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,6,478,1558,8,Teenage Mutant Ninja Turtles Double Pack
2007,0.02,0,0,0,0.02,60,18,7.5,24,19,5,110,913,1,The Crew: Wild Run
2008,0,0.01,0,0,0.02,76,30,7.6,61,13,7,275,531,7,Prism Ark: Awake
2006,0,0.01,0,0,0.02,75,21,7.3,206,13,0,138,139,5,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8
2006,0.01,0,0,0,0.02,36,6,4,5,29,8,201,1436,7,Rozen Maiden: Duellwalzer
2011,0,0,0.02,0,0.02,71,22,7.5,24,28,1,7,1558,8,Rugby 06
2007,0,0,0.02,0,0.02,71,22,7.5,24,4,3,181,1558,8,Winter Blast: 9 Snow & Ice Games
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,265,1558,8,Coven and Labyrinth of Refrain
2002,0,0,0.02,0,0.02,71,22,7.2,6,15,0,496,319,1,Marvel Avengers: Battle for Earth
2016,0,0,0.02,0,0.02,71,22,7.5,24,20,1,110,1558,8,Natsuiro High School: Seishun Hakusho
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,0,233,1558,8,Uppers
2007,0,0,0.02,0,0.02,71,22,7.5,24,26,9,493,1558,8,Shrek / Shark Tale Game Boy Advance Video
2005,0,0,0.02,0,0.02,71,22,7.5,24,16,3,349,1558,8,Lovely x Cation 1 & 2
2013,0,0.01,0,0,0.02,38,5,7.5,24,17,10,110,949,1,Urban Chaos: Riot Response
2011,0.02,0,0,0,0.02,51,8,7.6,47,13,8,545,1565,5,Starship Troopers
2010,0,0.01,0,0,0.02,56,36,5.4,105,13,11,267,58,7,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special
1999,0,0.01,0,0,0.02,91,26,8.9,439,13,1,143,553,5,Ginga Fukei Densetsu: Sapphire
2009,0,0,0.02,0,0.02,71,22,7.5,24,19,7,210,1558,8,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!
2007,0.02,0,0,0,0.02,71,22,7.5,24,4,3,277,1571,1,The Mummy
1998,0.01,0.01,0,0,0.02,71,22,7.5,24,15,0,444,1558,8,Guitar Freaks V3 & DrumMania V3
2008,0,0,0.02,0,0.02,71,22,7.5,24,4,10,257,1558,8,Chrysler Classic Racing
2002,0.01,0,0,0,0.02,66,9,7.5,24,6,10,277,1030,1,The Crow: City of Angels
2008,0,0.01,0,0,0.02,52,22,6,38,13,0,527,1532,7,Military History: Commander - Europe at War
2003,0.01,0,0,0,0.02,57,17,6.7,7,29,8,546,1178,5,Snow Portable
2015,0,0.01,0,0,0.02,71,22,7.5,24,17,0,520,177,8,Heroes of the Pacific
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,0,110,1558,8,Poyo Poyo Kansatsu Nikki
2006,0.02,0,0,0,0.02,59,14,7.5,24,19,8,173,1357,1,Jinsei Game DS
2002,0.01,0,0,0,0.02,59,9,7.5,24,6,10,527,663,1,Guitar Freaks & DrumMania: Masterpiece Gold
